instance last_unsat_time sat_time total_subproblem_time total_subproblem_time_minus_last_unsat run_time last_unsat_time sat_time total_subproblem_time total_subproblem_time_minus_last_unsat run_time
mcs30_m4D_s50_AB05 16404 80818 99997 83593 100002 16395 80788 100002 83607 100007
mcs70_r02_s20_AB09 9 3 16 7 19 9 3 16 7 19
mcs90_b09_s20_AB08 0 0 0 0 0 0 0 0 0 0
mcs50_m2Dr4_s10_AB03 0 0 0 0 0 0 0 0 0 0
mcs50_b09_s25_AB08 399 11 708 309 713 397 11 703 306 707
mcs50_b03_s30_AB05 401 25 472 71 474 401 25 472 71 474
mcs10_r005_s40_AB02 23248 69556 100004 76756 100009 23196 69652 99999 76803 100004
mcs10_r01_s20_AB09 2 9 11 9 12 2 9 11 9 12
mcs70_b06_s40_AB02 744 124 1219 475 1223 756 127 1249 493 1252
mcs30_m2Dr2_s30_AB03 386 781 1244 858 1248 397 803 1280 883 1283
mcs70_r02_s25_AB07 84 58 198 114 201 83 58 196 113 198
mcs50_b06_s30_AB04 2174 0 3356 1182 3361 2379 422 4025 1646 4030
mcs50_m2Dr2_s50_AB08 31675 59171 100002 68327 100007 31852 58951 100001 68149 100006
mcs90_r02_s40_AB06 1 0 1 0 2 1 0 1 0 3
mcs90_r01_s15_AB01 0 0 0 0 0 0 0 0 0 0
mcs70_r01_s15_AB04 0 0 0 0 0 0 0 0 0 0
mcs70_b09_s15_AB01 0 0 0 0 0 0 0 0 0 1
mcs70_m4D_s25_AB04 17 8 27 10 29 30 11 46 16 47
mcs30_b03_s15_AB05 1 0 1 0 1 0 0 0 0 1
mcs10_r01_s20_AB04 3 14 17 14 19 4 14 19 15 20
mcs30_b06_s40_AB08 33792 47877 100003 66211 100008 40597 41219 99994 59397 100001
mcs30_m2Dr2_s50_AB04 36677 52382 99998 63321 100003 43602 45263 99998 56396 100002
mcs70_r005_s30_AB02 74 139 220 146 221 76 143 226 150 228
mcs50_m2D_s20_AB07 7 0 8 1 10 6 0 7 1 9
mcs70_m4Dr6_s25_AB02 93 9 139 46 141 96 7 141 45 145
mcs50_m3D_s20_AB02 16 0 20 4 22 16 0 20 4 22
mcs90_b06m_s20_AB04 0 0 0 0 0 0 0 0 0 0
mcs90_m2Dr4_s30_AB08 2 0 2 0 3 2 0 2 0 3
mcs50_m4Dr6_s40_AB03 36410 42037 89216 52806 89221 35925 41412 87702 51777 87707
mcs70_b03_s10_AB05 0 0 0 0 0 0 0 0 0 0
mcs50_b03_s30_AB06 430 210 733 303 735 469 233 804 335 808
mcs30_b03m_s20_AB03 4 11 15 11 17 4 11 16 12 17
mcs70_r01_s25_AB00 340 361 839 499 841 336 390 862 526 865
mcs30_r01_s15_AB03 0 0 0 0 1 0 0 0 0 1
mcs50_b06_s35_AB00 27897 318 39887 11990 39892 27847 327 39826 11979 39831
mcs30_m3D_s30_AB08 1305 119 1828 523 1831 1249 118 1781 532 1784
mcs10_r01_s25_AB02 543 0 760 217 762 539 27 784 245 787
mcs30_m2Dr2_s50_AB07 48122 38446 100003 51881 100009 47883 38673 100004 52121 100008
mcs30_r005_s25_AB03 9 10 21 12 22 9 10 21 12 22
mcs90_r01_s40_AB09 1 1 2 1 3 1 1 2 1 3
mcs30_b03m_s35_AB00 1609 290 2165 556 2168 1594 289 2150 556 2153
mcs70_r01_s10_AB03 0 0 0 0 0 0 0 0 0 0
mcs10_b03_s50_AB03 11864 86207 99997 88133 100001 11909 86161 100001 88092 100004
mcs50_m2D_s50_AB03 15910 81349 100001 84091 100006 15996 81226 100001 84005 100006
mcs50_b03m_s35_AB04 2931 235 3590 659 3595 2899 244 3558 659 3560
mcs30_b06_s35_AB08 15878 10854 33856 17978 33861 15985 10961 34118 18133 34124
mcs50_b09m_s20_AB09 28 1 45 17 48 27 1 44 17 47
mcs30_m3D_s25_AB09 97 199 330 233 333 96 200 330 234 333
mcs70_r005_s35_AB04 13062 27668 43420 30358 43423 13000 27595 43362 30362 43366
mcs50_r01_s10_AB00 0 0 0 0 0 0 0 0 0 0
mcs90_r005_s40_AB03 3 2 5 2 7 3 2 5 2 6
mcs50_m4D_s40_AB01 23078 0 25721 2643 25725 23019 47987 73667 50648 73672
mcs30_m3Dr2_s40_AB04 59872 18389 99996 40124 100002 59540 18839 99995 40455 100001
mcs50_m3Dr6_s20_AB03 9 11 24 15 25 9 11 24 15 25
mcs10_b03m_s50_AB07 85198 1118 96725 11527 96730 86029 1113 98081 12052 98085
mcs10_r01_s35_AB08 55538 14555 100005 44467 100010 55824 14026 99999 44175 100006
mcs70_r02_s15_AB01 2 1 4 2 5 3 1 5 2 6
mcs50_r02_s25_AB07 1811 152 3416 1605 3421 1798 151 3400 1602 3405
mcs90_r02_s10_AB05 0 0 0 0 0 0 0 0 0 0
mcs50_b09m_s25_AB04 586 13 1108 522 1112 588 13 1126 538 1130
mcs30_b03_s15_AB02 0 0 0 0 1 0 0 0 0 1
mcs70_m2Dr4_s15_AB09 1 0 1 0 2 1 0 1 0 2
mcs50_b03_s20_AB02 28 0 31 3 33 32 0 37 5 39
