instance last_unsat_time sat_time total_subproblem_time total_subproblem_time_minus_last_unsat run_time last_unsat_time sat_time total_subproblem_time total_subproblem_time_minus_last_unsat run_time
mcs90_m3D_s10_AB04 0 0 0 0 0 0 0 0 0 0
mcs50_m3Dr2_s50_AB08 35425 52367 99995 64570 100000 35159 52766 99995 64836 100000
mcs90_r01_s10_AB07 0 0 0 0 0 0 0 0 0 0
mcs90_m4Dr4_s20_AB03 0 0 0 0 1 0 0 0 0 1
mcs30_b09m_s50_AB02 37758 37423 100001 62243 100008 37671 37436 99992 62321 100000
mcs90_m2D_s50_AB01 0 0 0 0 0 0 0 0 0 0
mcs50_r01_s15_AB02 0 0 0 0 1 0 0 0 0 1
mcs90_m4D_s20_AB09 0 0 0 0 0 0 0 0 0 0
mcs90_r02_s40_AB07 1 0 1 0 2 1 1 2 1 3
mcs30_b06_s25_AB07 259 0 373 114 376 259 0 373 114 378
mcs70_b09m_s40_AB07 3086 1263 6787 3701 6792 3031 1310 6779 3748 6785
mcs50_m4Dr6_s30_AB08 1618 18 2061 443 2067 1606 18 2045 439 2050
mcs90_b06m_s25_AB03 0 0 0 0 1 0 0 0 0 1
mcs30_m3Dr2_s25_AB08 198 114 384 186 387 196 115 383 187 387
mcs90_b06m_s50_AB08 4 0 5 1 8 5 1 7 2 8
mcs70_m2D_s40_AB05 70890 2778 87114 16224 87119 70097 2729 86066 15969 86070
mcs50_m2Dr2_s40_AB05 67151 19266 99996 32845 100000 67380 19039 99997 32617 100002
mcs50_b09m_s30_AB08 11054 907 20038 8984 20044 9712 804 17620 7908 17628
mcs90_m2Dr2_s20_AB01 2 0 2 0 3 2 0 2 0 4
mcs70_r01_s35_AB03 2285 298 3861 1576 3865 2284 307 3887 1603 3893
mcs50_m2Dr6_s40_AB03 22212 69957 100004 77792 100009 22352 69796 100000 77648 100004
mcs50_b09m_s35_AB08 25393 55062 100006 74613 100013 25230 55281 99995 74765 100002
mcs90_m2Dr6_s10_AB05 0 0 0 0 0 0 0 0 0 0
mcs70_b03m_s40_AB00 5188 773 6642 1454 6645 5245 771 6718 1473 6721
mcs70_b03_s30_AB09 83 2 97 14 99 84 2 98 14 101
mcs50_b03m_s50_AB05 13733 84147 100003 86270 100006 15168 82682 100004 84836 100008
mcs50_b06_s25_AB06 188 33 323 135 326 193 34 331 138 335
mcs90_r005_s40_AB04 1 0 1 0 2 1 0 1 0 2
mcs90_m3D_s30_AB05 2 0 2 0 3 2 0 2 0 3
mcs90_m2Dr6_s30_AB04 12 12 27 15 30 12 12 27 15 29
mcs30_m2Dr2_s50_AB07 38050 48377 99997 61947 100002 48853 37525 99999 51146 100004
mcs70_m2Dr6_s15_AB08 0 0 0 0 1 0 0 0 0 2
mcs50_b06m_s20_AB06 20 47 78 58 81 21 49 82 61 85
mcs30_b03m_s50_AB00 69455 20514 99999 30544 100003 70096 20147 99997 29901 100002
mcs10_r005_s50_AB03 29017 58313 99997 70980 100002 29125 58239 100002 70877 100006
mcs30_r02_s10_AB06 0 0 0 0 0 0 0 0 0 0
mcs90_r01_s30_AB08 0 0 0 0 0 0 0 0 0 0
mcs90_m3Dr2_s10_AB03 0 0 0 0 0 0 0 0 0 0
mcs50_m4Dr6_s30_AB07 2634 62 3490 856 3493 2673 63 3529 856 3532
mcs10_r005_s35_AB05 529 1519 2174 1645 2178 535 1543 2194 1659 2197
mcs90_b03m_s25_AB06 0 0 0 0 1 0 0 0 0 1
mcs70_b03_s35_AB04 35 12 54 19 56 35 12 54 19 55
mcs70_b03m_s25_AB00 51 0 60 9 62 53 0 62 9 64
mcs90_b09_s15_AB04 0 0 0 0 0 0 0 0 0 0
mcs30_b06m_s35_AB04 28268 32477 71430 43162 71436 28253 32614 71668 43415 71674
mcs50_m4Dr6_s40_AB07 26036 66386 100002 73966 100008 26140 66227 99997 73857 100002
mcs70_r02_s50_AB04 19617 9598 52423 32806 52429 19595 9535 52202 32607 52211
mcs50_m2Dr2_s30_AB05 677 3668 4489 3812 4493 687 3683 4518 3831 4522
mcs10_r005_s25_AB02 1 1 2 1 4 1 2 3 2 4
mcs70_b03_s40_AB00 214 222 487 273 489 213 222 487 274 489
mcs90_b03m_s30_AB06 6 0 7 1 8 6 3 10 4 12
mcs90_m3D_s10_AB01 0 0 0 0 0 0 0 0 0 0
mcs70_m2Dr6_s25_AB03 370 3 523 153 525 359 3 506 147 510
mcs30_r01_s15_AB02 0 0 0 0 1 0 0 0 0 1
mcs90_b09_s15_AB01 0 0 0 0 0 0 0 0 0 0
mcs70_r005_s20_AB08 3 0 3 0 4 3 0 3 0 4
mcs50_r02_s10_AB09 0 0 0 0 0 0 0 0 0 0
mcs90_b06_s15_AB01 0 0 0 0 0 0 0 0 0 0
mcs70_b03m_s35_AB02 4054 573 5235 1181 5237 4036 569 5229 1193 5233
mcs70_b06_s40_AB08 614 59 966 352 971 662 56 989 327 994
mcs90_m2Dr6_s40_AB01 8 0 9 1 11 8 0 9 1 11
mcs70_b06m_s25_AB09 27 1 42 15 44 26 1 41 15 44
mcs50_b09m_s30_AB01 8571 379 15946 7375 15952 8600 384 15949 7349 15955
mcs90_b03_s30_AB07 2 0 2 0 4 3 0 3 0 4
mcs70_b09_s15_AB03 0 0 0 0 1 0 0 0 0 1
mcs90_b09_s35_AB04 26 0 36 10 37 25 0 35 10 37
mcs70_b09_s15_AB00 0 0 0 0 0 0 0 0 0 0
mcs70_m3D_s35_AB05 1111 279 1783 672 1787 1098 280 1772 674 1776
mcs50_b06m_s15_AB09 1 1 2 1 4 1 1 2 1 4
mcs30_m2Dr4_s50_AB03 18467 75986 100000 81533 100007 18305 76183 99996 81691 100001
mcs90_b09m_s20_AB04 0 0 0 0 0 0 0 0 0 0
mcs50_m3D_s20_AB09 25 0 31 6 33 23 0 29 6 32
mcs70_b09_s35_AB01 1660 0 2961 1301 2965 1622 0 2939 1317 2944
mcs90_b06m_s35_AB07 1 0 1 0 2 1 0 1 0 2
mcs70_m2Dr6_s15_AB02 1 0 1 0 2 1 0 1 0 2
mcs50_m4Dr2_s30_AB09 189 767 1014 825 1016 190 768 1017 827 1019
mcs50_m2Dr4_s20_AB09 20 0 26 6 28 20 0 26 6 29
mcs50_b06m_s15_AB01 1 0 1 0 2 1 0 1 0 2
mcs70_m2Dr4_s35_AB06 15500 0 20275 4775 20279 15421 3187 23318 7897 23320
mcs90_r005_s40_AB05 1 0 1 0 2 1 0 1 0 2
mcs10_m2Dr4_s50_AB04 21563 71616 99999 78436 100004 21705 71423 100004 78299 100008
mcs30_m3Dr6_s25_AB09 544 28 786 242 790 545 28 788 243 793
mcs30_r005_s50_AB01 49368 29370 99999 50631 100005 49131 29705 99995 50864 100001
mcs50_m2D_s20_AB02 10 2 14 4 16 10 2 14 4 16
mcs30_b03_s30_AB00 173 99 302 129 304 158 91 275 117 277
mcs30_b06_s35_AB04 23614 67812 100002 76388 100007 23527 67969 100003 76476 100009
mcs30_r02_s20_AB02 43 1 71 28 75 44 1 73 29 77
mcs50_m2Dr6_s20_AB02 12 1 16 4 19 13 2 18 5 20
mcs70_r005_s35_AB08 1085 0 1260 175 1263 1107 8505 9790 8683 9793
mcs30_m4Dr2_s50_AB03 39433 51607 100002 60569 100006 39576 51304 100004 60428 100007
mcs90_r01_s20_AB09 0 0 0 0 0 0 0 0 0 0
mcs30_b06m_s25_AB06 534 14 788 254 792 484 13 706 222 711
mcs50_m4Dr4_s35_AB06 4196 11361 16558 12362 16561 4224 11443 16674 12450 16677
mcs10_b03m_s50_AB08 18605 78568 100004 81399 100007 18727 78486 99999 81272 100003
mcs90_b03_s50_AB01 13 46 61 48 61 13 46 61 48 62
mcs50_r02_s40_AB05 40506 14445 99993 59487 100001 39969 14947 99995 60026 100003
mcs10_r01_s30_AB07 8364 1123 12838 4474 12844 8272 1106 12721 4449 12726
mcs90_r02_s25_AB00 0 0 0 0 1 0 0 0 0 1
mcs50_r01_s20_AB00 11 0 13 2 16 11 0 13 2 16
mcs10_r005_s40_AB04 18678 75514 99998 81320 100002 18487 75509 99998 81511 100003
mcs70_m3Dr2_s35_AB09 949 0 1369 420 1373 960 725 2115 1155 2117
mcs30_m3Dr6_s30_AB07 9421 158 13577 4156 13582 9439 155 13661 4222 13665
mcs50_r01_s50_AB04 52636 3530 99995 47359 100001 52120 4860 99995 47875 100001
mcs10_r01_s30_AB02 3903 4055 9830 5927 9832 3957 4048 9901 5944 9905
mcs10_r02_s40_AB06 33026 28415 99998 66972 100006 33134 28091 99989 66855 100000
mcs70_r01_s25_AB01 130 0 183 53 186 132 19 205 73 209
mcs70_b03_s20_AB06 3 0 3 0 5 3 1 5 2 5
mcs50_m3Dr6_s50_AB00 46816 30615 99994 53178 100001 46551 30887 99996 53445 100000
mcs50_b09_s25_AB08 402 16 678 276 681 395 12 710 315 714
mcs50_r02_s15_AB06 2 1 3 1 4 2 1 3 1 5
mcs50_b03_s30_AB08 368 46 490 122 493 377 48 504 127 506
mcs50_m3Dr2_s15_AB08 1 0 1 0 2 1 0 1 0 2
mcs50_r02_s20_AB04 51 47 133 82 137 52 48 135 83 139
mcs30_r02_s10_AB00 0 0 0 0 0 0 0 0 0 0
mcs70_r02_s35_AB09 1281 106 2573 1292 2577 1313 108 2649 1336 2654
mcs50_r01_s50_AB07 25306 55907 99999 74693 100006 25445 55785 99994 74549 100000
mcs70_b09_s30_AB00 226 36 438 212 443 225 37 439 214 442
mcs50_b06m_s25_AB01 798 0 1191 393 1195 788 21 1187 399 1191
mcs50_r01_s50_AB09 39875 30531 99994 60119 100001 39822 30585 100003 60181 100009
mcs90_m2Dr6_s30_AB03 10 2 14 4 16 10 2 15 5 17
mcs70_b06m_s20_AB05 7 5 14 7 15 6 5 13 7 15
mcs30_m2Dr4_s50_AB04 31903 58370 100005 68102 100008 31950 58325 99995 68045 100001
mcs30_m3D_s25_AB08 142 45 240 98 243 142 44 239 97 242
mcs90_m2Dr4_s20_AB08 1 0 1 0 2 1 0 1 0 3
mcs90_r01_s40_AB03 1 2 3 2 4 1 2 3 2 4
mcs10_r01_s50_AB03 30789 45340 99994 69205 100001 30895 45215 99996 69101 100002
mcs90_m2D_s40_AB04 4 7 11 7 13 3 7 10 7 11
mcs30_m3Dr4_s30_AB01 1597 422 2660 1063 2666 1578 416 2640 1062 2643
mcs30_r005_s40_AB08 23198 69639 99995 76797 100000 22965 69904 100004 77039 100009
mcs90_b03m_s30_AB08 2 0 2 0 3 2 0 2 0 3
mcs70_r01_s10_AB02 0 0 0 0 0 0 0 0 0 0
mcs90_b09m_s20_AB07 0 0 0 0 0 0 0 0 0 0
mcs50_r01_s15_AB06 0 0 0 0 1 1 0 1 0 1
mcs50_m4D_s30_AB06 973 254 1386 413 1389 977 254 1390 413 1394
mcs30_r02_s25_AB07 1588 0 2770 1182 2774 1571 23 2793 1222 2799
mcs90_b09m_s35_AB03 7 0 9 2 11 6 0 8 2 10
mcs50_b09m_s20_AB00 27 2 45 18 47 27 2 45 18 48
mcs30_r01_s25_AB03 523 637 1376 853 1379 516 631 1361 845 1365
mcs70_m2Dr6_s25_AB08 73 152 248 175 251 71 151 243 172 245
mcs50_r01_s15_AB09 0 0 0 0 1 1 0 1 0 1
mcs90_b09m_s25_AB04 1 0 1 0 2 1 0 1 0 2
mcs10_r005_s35_AB00 5721 6023 12882 7161 12886 5753 6011 12914 7161 12917
mcs70_r02_s15_AB09 1 1 2 1 3 1 1 2 1 3
mcs90_r005_s30_AB07 0 0 0 0 1 0 0 0 0 1
mcs50_b09_s40_AB01 29657 45763 100002 70345 100009 29971 45235 100000 70029 100007
mcs90_m2Dr2_s50_AB00 0 0 0 0 1 0 0 0 0 1
mcs70_m2Dr4_s35_AB01 447 6 606 159 609 433 6 591 158 595
mcs90_b06_s35_AB09 8 0 10 2 11 8 0 10 2 12
mcs50_m2Dr4_s10_AB01 0 0 0 0 0 0 0 0 0 0
mcs30_r02_s20_AB03 52 5 83 31 87 52 5 84 32 87
mcs70_b03_s35_AB02 1372 1739 3277 1905 3281 1415 1755 3343 1928 3345
mcs90_m2Dr2_s30_AB03 2 1 3 1 4 3 1 4 1 6
mcs90_b03m_s10_AB05 0 0 0 0 0 0 0 0 0 0
mcs70_b03_s25_AB08 12 2 16 4 17 12 2 16 4 18
mcs50_m4Dr6_s30_AB06 2957 1003 4870 1913 4874 2989 1028 4924 1935 4928
mcs50_b03_s40_AB05 5523 33390 39847 34324 39851 5494 33315 39742 34248 39747
mcs90_r01_s10_AB00 0 0 0 0 0 0 0 0 0 0
mcs30_b03_s20_AB02 8 0 10 2 11 9 0 11 2 13
mcs90_m2Dr4_s30_AB04 7 0 8 1 10 7 0 9 2 10
mcs50_m2Dr6_s40_AB01 22952 69024 100006 77054 100010 22978 68931 99996 77018 100000
mcs30_b06_s40_AB02 55535 21888 99993 44458 100000 55528 22013 99994 44466 100002
mcs30_r01_s40_AB03 46198 21813 99996 53798 100002 46623 21226 100002 53379 100009
mcs70_b09_s20_AB09 5 2 8 3 10 5 2 9 4 10
